GO:0106414	mRNA dihydrouridine synthase activity	56931
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity	891
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity	894
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity	896
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity	904
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity	595
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity	8851
GO:0060961	phospholipase D inhibitor activity	6622
GO:0016312	inositol bisphosphate phosphatase activity	9562
GO:0016312	inositol bisphosphate phosphatase activity	51763
GO:0016314	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity	5728
GO:0061578	K63-linked deubiquitinase activity	54726
GO:0061578	K63-linked deubiquitinase activity	4287
GO:0061578	K63-linked deubiquitinase activity	1540
GO:0061578	K63-linked deubiquitinase activity	51029
GO:0061578	K63-linked deubiquitinase activity	8239
GO:0061578	K63-linked deubiquitinase activity	9097
GO:0061578	K63-linked deubiquitinase activity	9101
GO:0061578	K63-linked deubiquitinase activity	79184
GO:0061578	K63-linked deubiquitinase activity	389856
GO:0061578	K63-linked deubiquitinase activity	7128
GO:0061578	K63-linked deubiquitinase activity	57559
GO:0061578	K63-linked deubiquitinase activity	10617
GO:0061578	K63-linked deubiquitinase activity	55593
GO:0140892	sodium,bicarbonate:chloride antiporter activity	9498
GO:0061770	translation elongation factor binding	3297
GO:0061770	translation elongation factor binding	22927
GO:0034647	histone H3K4me/H3K4me2/H3K4me3 demethylase activity	5927
GO:0034647	histone H3K4me/H3K4me2/H3K4me3 demethylase activity	10765
GO:0034647	histone H3K4me/H3K4me2/H3K4me3 demethylase activity	79697
GO:0047166	1-alkenylglycerophosphoethanolamine O-acyltransferase activity	254531
GO:0017188	aspartate N-acetyltransferase activity	339983
GO:0047498	calcium-dependent phospholipase A2 activity	5319
GO:0047498	calcium-dependent phospholipase A2 activity	8399
GO:0047498	calcium-dependent phospholipase A2 activity	50487
GO:0047498	calcium-dependent phospholipase A2 activity	64600
GO:0047498	calcium-dependent phospholipase A2 activity	5320
GO:0047498	calcium-dependent phospholipase A2 activity	5321
GO:0047498	calcium-dependent phospholipase A2 activity	30814
GO:0047498	calcium-dependent phospholipase A2 activity	283748
GO:0047499	calcium-independent phospholipase A2 activity	8398
GO:0047499	calcium-independent phospholipase A2 activity	23659
GO:0047499	calcium-independent phospholipase A2 activity	8605
GO:0047499	calcium-independent phospholipase A2 activity	5321
GO:0047499	calcium-independent phospholipase A2 activity	9588
GO:0047499	calcium-independent phospholipase A2 activity	50640
GO:0090722	receptor-receptor interaction	2260
GO:0090722	receptor-receptor interaction	2247
GO:0090722	receptor-receptor interaction	3350
GO:0047493	ceramide cholinephosphotransferase activity	259230
GO:0047493	ceramide cholinephosphotransferase activity	166929
GO:0003909	DNA ligase activity	3978
GO:0003909	DNA ligase activity	3980
GO:0003909	DNA ligase activity	3981
GO:1904315	transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential	1140
GO:1904315	transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential	1146
GO:1904315	transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential	2555
GO:1904315	transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential	1144
GO:1904315	transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential	1134
GO:0060422	peptidyl-dipeptidase inhibitor activity	2719
GO:0017130	poly(C) RNA binding	8761
GO:0017130	poly(C) RNA binding	3192
GO:0017136	NAD-dependent histone deacetylase activity	22933
GO:0017136	NAD-dependent histone deacetylase activity	23411
GO:0017136	NAD-dependent histone deacetylase activity	51548
GO:0017134	fibroblast growth factor binding	2817
GO:0017134	fibroblast growth factor binding	3690
GO:0017134	fibroblast growth factor binding	7057
GO:0017134	fibroblast growth factor binding	3685
GO:0017134	fibroblast growth factor binding	10563
GO:0017134	fibroblast growth factor binding	2263
GO:0017134	fibroblast growth factor binding	2260
GO:0017134	fibroblast growth factor binding	2261
GO:0017134	fibroblast growth factor binding	2264
GO:0030412	formimidoyltetrahydrofolate cyclodeaminase activity	10841
GO:1990174	phosphodiesterase decapping endonuclease activity	131870
GO:1990174	phosphodiesterase decapping endonuclease activity	83594
GO:0030414	peptidase inhibitor activity	144568
GO:0030414	peptidase inhibitor activity	1992
GO:0030414	peptidase inhibitor activity	7076
GO:0030414	peptidase inhibitor activity	7077
GO:0030414	peptidase inhibitor activity	8530
GO:0030414	peptidase inhibitor activity	1471
GO:0030414	peptidase inhibitor activity	5973
GO:0030414	peptidase inhibitor activity	11315
GO:0030414	peptidase inhibitor activity	375484
GO:0050031	L-pipecolate oxidase activity	51268
GO:0036463	TRAIL receptor activity	8795
GO:0003726	double-stranded RNA adenosine deaminase activity	103
GO:0003726	double-stranded RNA adenosine deaminase activity	104
GO:0003727	single-stranded RNA binding	284131
GO:0003727	single-stranded RNA binding	9361
GO:0003727	single-stranded RNA binding	9716
GO:0003727	single-stranded RNA binding	29974
GO:0003727	single-stranded RNA binding	3185
GO:0003727	single-stranded RNA binding	27161
GO:0003727	single-stranded RNA binding	51110
GO:0003727	single-stranded RNA binding	192670
GO:0003727	single-stranded RNA binding	51284
GO:0003727	single-stranded RNA binding	23210
GO:0003727	single-stranded RNA binding	55601
GO:0003727	single-stranded RNA binding	64135
GO:0003727	single-stranded RNA binding	23586
GO:0003727	single-stranded RNA binding	6631
GO:0003727	single-stranded RNA binding	24138
GO:0003727	single-stranded RNA binding	3508
GO:0003727	single-stranded RNA binding	79132
GO:0003727	single-stranded RNA binding	26523
GO:0003727	single-stranded RNA binding	3192
GO:0003727	single-stranded RNA binding	51311
GO:0003727	single-stranded RNA binding	192669
GO:0003727	single-stranded RNA binding	1663
GO:0003727	single-stranded RNA binding	1660
GO:0003724	RNA helicase activity	6832
GO:0003724	RNA helicase activity	10146
GO:0003724	RNA helicase activity	170506
GO:0003724	RNA helicase activity	54456
GO:0003724	RNA helicase activity	23517
GO:0003724	RNA helicase activity	7919
GO:0003724	RNA helicase activity	11325
GO:0003724	RNA helicase activity	9775
GO:0003724	RNA helicase activity	9188
GO:0003724	RNA helicase activity	85441
GO:0003724	RNA helicase activity	29118
GO:0003724	RNA helicase activity	1653
GO:0003724	RNA helicase activity	1654
GO:0003724	RNA helicase activity	1655
GO:0003724	RNA helicase activity	64135
GO:0003724	RNA helicase activity	23586
GO:0003724	RNA helicase activity	22907
GO:0003724	RNA helicase activity	79039
GO:0003724	RNA helicase activity	79132
GO:0003724	RNA helicase activity	23020
GO:0003724	RNA helicase activity	1665
GO:0003724	RNA helicase activity	5976
GO:0003724	RNA helicase activity	1660
GO:0003725	double-stranded RNA binding	6832
GO:0003725	double-stranded RNA binding	23586
GO:0003725	double-stranded RNA binding	51284
GO:0003725	double-stranded RNA binding	170506
GO:0003725	double-stranded RNA binding	56919
GO:0003725	double-stranded RNA binding	4478
GO:0003725	double-stranded RNA binding	23180
GO:0003725	double-stranded RNA binding	6895
GO:0003725	double-stranded RNA binding	3326
GO:0003725	double-stranded RNA binding	7037
GO:0003725	double-stranded RNA binding	3329
GO:0003725	double-stranded RNA binding	87
GO:0003725	double-stranded RNA binding	27067
GO:0003725	double-stranded RNA binding	4940
GO:0003725	double-stranded RNA binding	54487
GO:0003725	double-stranded RNA binding	7098
GO:0003725	double-stranded RNA binding	29974
GO:0003725	double-stranded RNA binding	81030
GO:0003725	double-stranded RNA binding	27161
GO:0003725	double-stranded RNA binding	7431
GO:0003725	double-stranded RNA binding	79706
GO:0003725	double-stranded RNA binding	26523
GO:0003725	double-stranded RNA binding	92140
GO:0003725	double-stranded RNA binding	192669
GO:0003725	double-stranded RNA binding	8638
GO:0003725	double-stranded RNA binding	3609
GO:0003725	double-stranded RNA binding	3608
GO:0003725	double-stranded RNA binding	55601
GO:0003725	double-stranded RNA binding	64135
GO:0003725	double-stranded RNA binding	54542
GO:0003725	double-stranded RNA binding	6520
GO:0003725	double-stranded RNA binding	4622
GO:0003725	double-stranded RNA binding	192670
GO:0003725	double-stranded RNA binding	10376
GO:0003725	double-stranded RNA binding	23567
GO:0003725	double-stranded RNA binding	51311
GO:0003725	double-stranded RNA binding	104
GO:0003725	double-stranded RNA binding	22907
GO:0003725	double-stranded RNA binding	79132
GO:0003725	double-stranded RNA binding	1994
GO:0003725	double-stranded RNA binding	4154
GO:0003725	double-stranded RNA binding	8575
GO:0003725	double-stranded RNA binding	4938
GO:0003725	double-stranded RNA binding	4939
GO:0003725	double-stranded RNA binding	5610
GO:0003725	double-stranded RNA binding	149041
GO:0003725	double-stranded RNA binding	54840
GO:0003725	double-stranded RNA binding	23405
GO:0003725	double-stranded RNA binding	3192
GO:0003725	double-stranded RNA binding	1665
GO:0003725	double-stranded RNA binding	54920
GO:0003725	double-stranded RNA binding	22861
GO:0003725	double-stranded RNA binding	1660
GO:0003723	RNA binding	64783
GO:0003723	RNA binding	10291
GO:0003723	RNA binding	26093
GO:0003723	RNA binding	11051
GO:0003723	RNA binding	11052
GO:0003723	RNA binding	3658
GO:0003723	RNA binding	24148
GO:0003723	RNA binding	27044
GO:0003723	RNA binding	23369
GO:0003723	RNA binding	80149
GO:0003723	RNA binding	83443
GO:0003723	RNA binding	4904
GO:0003723	RNA binding	5905
GO:0003723	RNA binding	55596
GO:0003723	RNA binding	55269
GO:0003723	RNA binding	8148
GO:0003723	RNA binding	10656
GO:0003723	RNA binding	11189
GO:0003723	RNA binding	672
GO:0003723	RNA binding	9666
GO:0003723	RNA binding	6651
GO:0003723	RNA binding	2146
GO:0003723	RNA binding	7520
GO:0003723	RNA binding	81030
GO:0003723	RNA binding	7681
GO:0003723	RNA binding	80135
GO:0003723	RNA binding	7528
GO:0003723	RNA binding	92312
GO:0003723	RNA binding	342977
GO:0003723	RNA binding	1660
GO:0003723	RNA binding	51250
GO:0003723	RNA binding	57466
GO:0003723	RNA binding	170506
GO:0003723	RNA binding	190
GO:0003723	RNA binding	51692
GO:0003723	RNA binding	10438
GO:0003723	RNA binding	8446
GO:0003723	RNA binding	22916
GO:0003723	RNA binding	10436
GO:0003723	RNA binding	22889
GO:0003723	RNA binding	79727
GO:0003723	RNA binding	253943
GO:0003723	RNA binding	11030
GO:0003723	RNA binding	55135
GO:0003723	RNA binding	5093
GO:0003723	RNA binding	5094
GO:0003723	RNA binding	10921
GO:0003723	RNA binding	84206
GO:0003723	RNA binding	5687
GO:0003723	RNA binding	1654
GO:0003723	RNA binding	8731
GO:0003723	RNA binding	161829
GO:0003723	RNA binding	580
GO:0003723	RNA binding	51503
GO:0003723	RNA binding	23543
GO:0003723	RNA binding	92345
GO:0003723	RNA binding	1665
GO:0003723	RNA binding	104
GO:0003723	RNA binding	22907
GO:0003723	RNA binding	3508
GO:0003723	RNA binding	6426
GO:0003723	RNA binding	64852
GO:0003723	RNA binding	840
GO:0003723	RNA binding	152789
GO:0003723	RNA binding	6428
GO:0003723	RNA binding	91746
GO:0003723	RNA binding	27316
GO:0003723	RNA binding	83640
GO:0003723	RNA binding	10635
GO:0003723	RNA binding	5976
GO:0003723	RNA binding	10658
GO:0003723	RNA binding	60489
GO:0003723	RNA binding	9739
GO:0003723	RNA binding	10657
GO:0003723	RNA binding	6838
GO:0003723	RNA binding	2926
GO:0003723	RNA binding	23451
GO:0003723	RNA binding	129285
GO:0003723	RNA binding	4343
GO:0003723	RNA binding	728343
GO:0003723	RNA binding	7011
GO:0003723	RNA binding	26747
GO:0003723	RNA binding	1984
GO:0003723	RNA binding	6434
GO:0003723	RNA binding	6431
GO:0003723	RNA binding	51637
GO:0003723	RNA binding	51340
GO:0003723	RNA binding	26986
GO:0003723	RNA binding	26135
GO:0003723	RNA binding	6041
GO:0003723	RNA binding	200316
GO:0003723	RNA binding	24138
GO:0003723	RNA binding	6208
GO:0003723	RNA binding	79066
GO:0003723	RNA binding	54502
GO:0003723	RNA binding	84844
GO:0003723	RNA binding	25972
GO:0003723	RNA binding	64135
GO:0003723	RNA binding	26523
GO:0003723	RNA binding	197135
GO:0003723	RNA binding	23435
GO:0003723	RNA binding	389421
GO:0003723	RNA binding	1994
GO:0003723	RNA binding	4076
GO:0003723	RNA binding	6217
GO:0003723	RNA binding	8661
GO:0003723	RNA binding	8662
GO:0003723	RNA binding	8664
GO:0003723	RNA binding	8666
GO:0003723	RNA binding	27238
GO:0003723	RNA binding	23536
GO:0003723	RNA binding	7936
GO:0003723	RNA binding	6741
GO:0003723	RNA binding	11325
GO:0003723	RNA binding	6626
GO:0003723	RNA binding	6625
GO:0003723	RNA binding	4691
GO:0003723	RNA binding	10772
GO:0003723	RNA binding	11176
GO:0003723	RNA binding	48
GO:0003723	RNA binding	3434
GO:0003723	RNA binding	1819
GO:0003723	RNA binding	7072
GO:0003723	RNA binding	22954
GO:0003723	RNA binding	3184
GO:0003723	RNA binding	3187
GO:0003723	RNA binding	3181
GO:0003723	RNA binding	84365
GO:0003723	RNA binding	25939
GO:0003723	RNA binding	51320
GO:0003723	RNA binding	6188
GO:0003723	RNA binding	10179
GO:0003723	RNA binding	155435
GO:0003723	RNA binding	129831
GO:0003723	RNA binding	23211
GO:0003723	RNA binding	57532
GO:0003723	RNA binding	22944
GO:0003723	RNA binding	55337
GO:0003723	RNA binding	22828
GO:0003723	RNA binding	6738
GO:0003723	RNA binding	57703
GO:0003723	RNA binding	2332
GO:0003723	RNA binding	8087
GO:0003723	RNA binding	4154
GO:0003723	RNA binding	282996
GO:0003723	RNA binding	8480
GO:0003723	RNA binding	5936
GO:0003723	RNA binding	219988
GO:0003723	RNA binding	3192
GO:0003723	RNA binding	9698
GO:0003723	RNA binding	4858
GO:0003723	RNA binding	1478
GO:0003723	RNA binding	7184
GO:0003723	RNA binding	9889
GO:0003720	telomerase activity	10728
GO:0003720	telomerase activity	1736
GO:0003720	telomerase activity	7014
GO:0003720	telomerase activity	7015
GO:0003720	telomerase activity	7013
GO:0003720	telomerase activity	7011
GO:0015229	L-ascorbic acid transmembrane transporter activity	9962
GO:0015229	L-ascorbic acid transmembrane transporter activity	9963
GO:0051908	double-stranded DNA 5'-3' DNA exonuclease activity	9156
GO:0097682	intracellularly phosphatidylinositol-3,5-bisphosphate-gated monatomic cation channel activity	53373
GO:0097682	intracellularly phosphatidylinositol-3,5-bisphosphate-gated monatomic cation channel activity	57192
GO:0097682	intracellularly phosphatidylinositol-3,5-bisphosphate-gated monatomic cation channel activity	219931
GO:0003729	mRNA binding	6590
GO:0003729	mRNA binding	92906
GO:0003729	mRNA binding	5093
GO:0003729	mRNA binding	708
GO:0003729	mRNA binding	10658
GO:0003729	mRNA binding	7936
GO:0003729	mRNA binding	84081
GO:0003729	mRNA binding	57510
GO:0003729	mRNA binding	55544
GO:0003729	mRNA binding	7175
GO:0003729	mRNA binding	11051
GO:0003729	mRNA binding	11052
GO:0003729	mRNA binding	10450
GO:0003729	mRNA binding	56919
GO:0003729	mRNA binding	9775
GO:0003729	mRNA binding	22916
GO:0003729	mRNA binding	348093
GO:0003729	mRNA binding	6129
GO:0003729	mRNA binding	84530
GO:0003729	mRNA binding	55421
GO:0003729	mRNA binding	6434
GO:0003729	mRNA binding	10181
GO:0003729	mRNA binding	5940
GO:0003729	mRNA binding	1981
GO:0003729	mRNA binding	51639
GO:0003729	mRNA binding	1719
GO:0003729	mRNA binding	4928
GO:0003729	mRNA binding	5315
GO:0003729	mRNA binding	84248
GO:0003729	mRNA binding	6187
GO:0003729	mRNA binding	23424
GO:0003729	mRNA binding	6207
GO:0003729	mRNA binding	7538
GO:0003729	mRNA binding	4858
GO:0003729	mRNA binding	65109
GO:0003729	mRNA binding	811
GO:0003729	mRNA binding	9683
GO:0003729	mRNA binding	200895
GO:0003729	mRNA binding	7884
GO:0003729	mRNA binding	1654
GO:0003729	mRNA binding	6188
GO:0003729	mRNA binding	9271
GO:0003729	mRNA binding	9444
GO:0003729	mRNA binding	80149
GO:0003729	mRNA binding	58517
GO:0003729	mRNA binding	10642
GO:0003729	mRNA binding	677
GO:0003729	mRNA binding	1797
GO:0003729	mRNA binding	6426
GO:0003729	mRNA binding	64783
GO:0003729	mRNA binding	23277
GO:0003729	mRNA binding	79727
GO:0003729	mRNA binding	57721
GO:0003729	mRNA binding	11315
GO:0003729	mRNA binding	10247
GO:0003729	mRNA binding	23237
GO:0003729	mRNA binding	80004
GO:0003729	mRNA binding	2332
GO:0003729	mRNA binding	4076
GO:0003729	mRNA binding	54845
GO:0003729	mRNA binding	56339
GO:0003729	mRNA binding	27316
GO:0003729	mRNA binding	5936
GO:0003729	mRNA binding	65110
GO:0003729	mRNA binding	23089
GO:0003729	mRNA binding	131870
GO:0003729	mRNA binding	6193
GO:0003729	mRNA binding	4857
GO:0003729	mRNA binding	25819
GO:0003729	mRNA binding	51747
GO:0003729	mRNA binding	5814
GO:0003729	mRNA binding	26986
GO:0003729	mRNA binding	1660
GO:1990050	phosphatidic acid transfer activity	26207
GO:1990050	phosphatidic acid transfer activity	5360
GO:1990050	phosphatidic acid transfer activity	27166
GO:1990050	phosphatidic acid transfer activity	10650
GO:1990050	phosphatidic acid transfer activity	51499
GO:0000268	peroxisome targeting sequence binding	51555
GO:0000268	peroxisome targeting sequence binding	5830
GO:0031857	type 1 parathyroid hormone receptor binding	5741
GO:0061609	fructose-1-phosphate aldolase activity	229
GO:0061608	nuclear import signal receptor activity	3836
GO:0061608	nuclear import signal receptor activity	3837
GO:0061608	nuclear import signal receptor activity	55705
GO:0061608	nuclear import signal receptor activity	3838
GO:0061608	nuclear import signal receptor activity	3840
GO:0061608	nuclear import signal receptor activity	3843
GO:0061608	nuclear import signal receptor activity	51501
GO:0061608	nuclear import signal receptor activity	79711
GO:0003796	lysozyme activity	254773
GO:0003796	lysozyme activity	124912
GO:0004979	beta-endorphin receptor activity	4988
GO:0047826	D-lysine 5,6-aminomutase activity	255043
GO:0060228	phosphatidylcholine-sterol O-acyltransferase activator activity	335
GO:0060228	phosphatidylcholine-sterol O-acyltransferase activator activity	337
GO:0060228	phosphatidylcholine-sterol O-acyltransferase activator activity	336
GO:0060228	phosphatidylcholine-sterol O-acyltransferase activator activity	348
GO:0061604	molybdopterin-synthase sulfurtransferase activity	27304
GO:0004970	glutamate-gated receptor activity	2901
GO:0004970	glutamate-gated receptor activity	2899
GO:0004970	glutamate-gated receptor activity	2898
GO:0004970	glutamate-gated receptor activity	2897
GO:0004970	glutamate-gated receptor activity	2891
GO:0004970	glutamate-gated receptor activity	2893
GO:0004970	glutamate-gated receptor activity	2892
GO:0004970	glutamate-gated receptor activity	2906
GO:0047822	hypotaurine monooxygenase activity	2328
GO:0047822	hypotaurine monooxygenase activity	2326
GO:0030527	structural constituent of chromatin	8361
GO:0030527	structural constituent of chromatin	158983
GO:0030527	structural constituent of chromatin	9555
GO:0030527	structural constituent of chromatin	132243
GO:0034739	histone H4K16 deacetylase activity	9734
GO:0098809	nitrite reductase activity	54996
GO:0098809	nitrite reductase activity	58157
GO:0098809	nitrite reductase activity	4151
GO:0098809	nitrite reductase activity	64757
GO:0098809	nitrite reductase activity	114757
GO:0098808	mRNA cap binding	1977
GO:0098808	mRNA cap binding	27161
GO:0098808	mRNA cap binding	9470
GO:0098808	mRNA cap binding	8664
GO:0005198	structural molecule activity	3643
GO:0005198	structural molecule activity	56666
GO:0005198	structural molecule activity	24145
GO:0005198	structural molecule activity	2054
GO:0005198	structural molecule activity	10562
GO:0005198	structural molecule activity	55754
GO:0005198	structural molecule activity	3162
GO:0005198	structural molecule activity	567
GO:0005198	structural molecule activity	2244
GO:0005198	structural molecule activity	1409
GO:0005198	structural molecule activity	7053
GO:0005198	structural molecule activity	9696
GO:0005198	structural molecule activity	3155
GO:0005198	structural molecule activity	3480
GO:0005198	structural molecule activity	1410
GO:0005198	structural molecule activity	11149
GO:0005198	structural molecule activity	2266
GO:0005198	structural molecule activity	23237
GO:0005198	structural molecule activity	2243
GO:0052834	inositol monophosphate phosphatase activity	3612
GO:0022843	voltage-gated monoatomic cation channel activity	777
GO:0022843	voltage-gated monoatomic cation channel activity	3786
GO:0022843	voltage-gated monoatomic cation channel activity	79073
GO:0022843	voltage-gated monoatomic cation channel activity	84329
GO:0022843	voltage-gated monoatomic cation channel activity	5311
GO:0022843	voltage-gated monoatomic cation channel activity	3785
GO:0022843	voltage-gated monoatomic cation channel activity	348980
GO:0022840	leak channel activity	6005
GO:0022840	leak channel activity	259232
GO:0022840	leak channel activity	24145
GO:0022841	potassium ion leak channel activity	3777
GO:0022841	potassium ion leak channel activity	3775
GO:0022841	potassium ion leak channel activity	84286
GO:0022841	potassium ion leak channel activity	50801
GO:0022848	acetylcholine-gated monoatomic cation-selective channel activity	1143
GO:0022848	acetylcholine-gated monoatomic cation-selective channel activity	1141
GO:0022848	acetylcholine-gated monoatomic cation-selective channel activity	1144
GO:0022848	acetylcholine-gated monoatomic cation-selective channel activity	1137
GO:0022848	acetylcholine-gated monoatomic cation-selective channel activity	1140
GO:0022848	acetylcholine-gated monoatomic cation-selective channel activity	1136
GO:0022848	acetylcholine-gated monoatomic cation-selective channel activity	1134
GO:0022849	glutamate-gated calcium ion channel activity	2903
GO:0022849	glutamate-gated calcium ion channel activity	2902
GO:0022849	glutamate-gated calcium ion channel activity	2906
GO:0022849	glutamate-gated calcium ion channel activity	2905
GO:0022849	glutamate-gated calcium ion channel activity	2904
GO:0022849	glutamate-gated calcium ion channel activity	2897
GO:0022849	glutamate-gated calcium ion channel activity	2890
GO:0022849	glutamate-gated calcium ion channel activity	2892
GO:0005179	hormone activity	3827
GO:0005179	hormone activity	1081
GO:0005179	hormone activity	3630
GO:0005179	hormone activity	5741
GO:0005179	hormone activity	27433
GO:0005179	hormone activity	1906
GO:0005179	hormone activity	2200
GO:0005179	hormone activity	2201
GO:0005179	hormone activity	6343
GO:0005179	hormone activity	8862
GO:0005179	hormone activity	2056
GO:0005179	hormone activity	3479
GO:0005179	hormone activity	183
GO:0005179	hormone activity	7432
GO:0005179	hormone activity	3952
GO:0005179	hormone activity	632
GO:0005179	hormone activity	9370
GO:0005179	hormone activity	27302
GO:0005179	hormone activity	5068
GO:0005179	hormone activity	84310
GO:0005179	hormone activity	57817
GO:0005179	hormone activity	5443
GO:0005179	hormone activity	151176
GO:0005179	hormone activity	4856
GO:0005179	hormone activity	9518
GO:0005178	integrin binding	3611
GO:0005178	integrin binding	1307
GO:0005178	integrin binding	7057
GO:0005178	integrin binding	2192
GO:0005178	integrin binding	6532
GO:0005178	integrin binding	3146
GO:0005178	integrin binding	10516
GO:0005178	integrin binding	87
GO:0005178	integrin binding	58494
GO:0005178	integrin binding	959
GO:0005178	integrin binding	975
GO:0005178	integrin binding	3553
GO:0005178	integrin binding	3383
GO:0005178	integrin binding	3381
GO:0005178	integrin binding	7070
GO:0005178	integrin binding	3479
GO:0005178	integrin binding	7412
GO:0005178	integrin binding	8754
GO:0005178	integrin binding	8613
GO:0005178	integrin binding	5803
GO:0005178	integrin binding	3084
GO:0005178	integrin binding	2246
GO:0005178	integrin binding	2247
GO:0005178	integrin binding	9270
GO:0005178	integrin binding	977
GO:0005178	integrin binding	3911
GO:0005178	integrin binding	3481
GO:0005178	integrin binding	8751
GO:0005178	integrin binding	4627
GO:0005178	integrin binding	7148
GO:0005178	integrin binding	79987
GO:0005178	integrin binding	1285
GO:0005178	integrin binding	6403
GO:0005178	integrin binding	1281
GO:0005178	integrin binding	2335
GO:0005178	integrin binding	5578
GO:0005178	integrin binding	7448
GO:0005178	integrin binding	6423
GO:0005178	integrin binding	6387
GO:0005178	integrin binding	3371
GO:0005178	integrin binding	928
GO:0005178	integrin binding	84978
GO:0005178	integrin binding	83706
GO:0005178	integrin binding	351
GO:0008112	nicotinamide N-methyltransferase activity	4837
GO:0140796	histone H3R8 arginine deiminase activity	23569
GO:0089720	caspase binding	8772
GO:0089720	caspase binding	4102
GO:0089720	caspase binding	51283
GO:0089720	caspase binding	8780
GO:0004483	mRNA (nucleoside-2'-O-)-methyltransferase activity	23070
GO:0004483	mRNA (nucleoside-2'-O-)-methyltransferase activity	55783
GO:0140793	histone H2AXY142 phosphatase activity	2140
GO:0140793	histone H2AXY142 phosphatase activity	2138
GO:0140793	histone H2AXY142 phosphatase activity	2139
GO:0008117	sphinganine-1-phosphate aldolase activity	8879
GO:0008118	N-acetyllactosaminide alpha-2,3-sialyltransferase activity	6484
GO:0008119	thiopurine S-methyltransferase activity	7172
GO:0005173	stem cell factor receptor binding	10019
GO:0005173	stem cell factor receptor binding	200734
GO:0005173	stem cell factor receptor binding	161742
GO:1903763	gap junction channel activity involved in cell communication by electrical coupling	2697
GO:1903763	gap junction channel activity involved in cell communication by electrical coupling	10804
GO:1903763	gap junction channel activity involved in cell communication by electrical coupling	2706
GO:1903763	gap junction channel activity involved in cell communication by electrical coupling	57165
GO:0140799	glycine:proton antiporter activity	140679
GO:0005174	CD40 receptor binding	959
GO:0005174	CD40 receptor binding	7186
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	10797
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	441024
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	4522
GO:0005176	ErbB-2 class receptor binding	1020
GO:0042974	nuclear retinoic acid receptor binding	23532
GO:0042974	nuclear retinoic acid receptor binding	171023
GO:0042974	nuclear retinoic acid receptor binding	64324
GO:0042974	nuclear retinoic acid receptor binding	23019
GO:0042974	nuclear retinoic acid receptor binding	22938
GO:0042974	nuclear retinoic acid receptor binding	3159
GO:0042974	nuclear retinoic acid receptor binding	6867
GO:0031210	phosphatidylcholine binding	337
GO:0031210	phosphatidylcholine binding	336
GO:0031210	phosphatidylcholine binding	4763
GO:0031210	phosphatidylcholine binding	10125
GO:0031210	phosphatidylcholine binding	27243
GO:0031210	phosphatidylcholine binding	950
GO:0031210	phosphatidylcholine binding	1071
GO:0031210	phosphatidylcholine binding	51652
GO:0031210	phosphatidylcholine binding	7417
GO:0031210	phosphatidylcholine binding	7416
GO:0031210	phosphatidylcholine binding	9600
GO:0031210	phosphatidylcholine binding	116519
GO:0031210	phosphatidylcholine binding	58488
GO:0031210	phosphatidylcholine binding	23760
GO:0031210	phosphatidylcholine binding	5104
GO:0031210	phosphatidylcholine binding	5360
GO:0031210	phosphatidylcholine binding	19
GO:0031210	phosphatidylcholine binding	57488
GO:0031210	phosphatidylcholine binding	91404
GO:0031210	phosphatidylcholine binding	5306
GO:0031210	phosphatidylcholine binding	3512
GO:0061463	O-acetyl-ADP-ribose deacetylase activity	54936
GO:0061463	O-acetyl-ADP-ribose deacetylase activity	221443
GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	5587
GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	5584
GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	5585
GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	5579
GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	5580
GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	5578
GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	5590
GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	23049
GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	5588
GO:1990003	IDP phosphatase activity	131870
GO:1990003	IDP phosphatase activity	955
GO:1990003	IDP phosphatase activity	957
GO:0042281	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	29929
GO:0106073	dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity	144245
GO:0004370	glycerol kinase activity	2710
GO:0004370	glycerol kinase activity	256356
GO:0004371	glycerone kinase activity	26007
GO:0140065	peptide butyryltransferase activity	10524
