BIANA ID	UniProt ID	Gene Symbol	Seed	Description	Gene ID	Equivalent Entries	GUILD Score	Degree
27374	Q9BY12	SCAPER	0	RecName: Full=S phase cyclin A-associated protein in the endoplasmic reticulum {ECO:0000305}; Short=S phase cyclin A-associated protein in the ER; AltName: Full=Zinc finger protein 291;	49855	-	0.075616	10
11137	Q15858	SCN9A	0	RecName: Full=Sodium channel protein type 9 subunit alpha {ECO:0000305}; AltName: Full=Neuroendocrine sodium channel {ECO:0000303|PubMed:7720699}; Short=hNE-Na {ECO:0000303|PubMed:7720699}; AltName: Full=Peripheral sodium channel 1; Short=PN1 {ECO:0000250|UniProtKB:O08562}; AltName: Full=Sodium channel protein type IX subunit alpha; AltName: Full=Voltage-gated sodium channel subunit alpha Nav1.7;	6335	-	0.075615	2
24886	Q9BWG4	SSBP4	0	RecName: Full=Single-stranded DNA-binding protein 4;	170463	-	0.075613	17
16565	P17039	ZNF30	0	RecName: Full=Zinc finger protein 30; AltName: Full=Zinc finger protein KOX28;	90075	-	0.075611	1
11439	Q13733	ATP1A4	0	RecName: Full=Sodium/potassium-transporting ATPase subunit alpha-4 {ECO:0000305}; Short=Na(+)/K(+) ATPase alpha-4 subunit; EC=7.2.2.13 {ECO:0000250|UniProtKB:Q64541}; AltName: Full=Sodium pump subunit alpha-4;	480	-	0.075609	5
39801	Q9C099	LRRCC1	0	RecName: Full=Leucine-rich repeat and coiled-coil domain-containing protein 1; AltName: Full=Centrosomal leucine-rich repeat and coiled-coil domain-containing protein;	85444	-	0.075609	8
35499	Q9GZP1	NRSN2	0	RecName: Full=Neurensin-2;	80023	-	0.075606	3
52054	Q9UHC6	CNTNAP2	0	RecName: Full=Contactin-associated protein-like 2; AltName: Full=Cell recognition molecule Caspr2; Flags: Precursor;	26047	-	0.075605	7
11348	P02771	AFP	0	RecName: Full=Alpha-fetoprotein; AltName: Full=Alpha-1-fetoprotein; AltName: Full=Alpha-fetoglobulin; Flags: Precursor;	174	-	0.075602	9
48658	Q8WWZ3	EDARADD	0	RecName: Full=Ectodysplasin-A receptor-associated adapter protein; AltName: Full=EDAR-associated death domain protein; AltName: Full=Protein crinkled homolog;	128178	-	0.075602	9
69035	Q6UYE1	DLEU7	0	RecName: Full=Leukemia-associated protein 7; AltName: Full=Deleted in lymphocytic leukemia 7;	220107	-	0.0756	1
39331	Q8NHW3	MAFA	0	RecName: Full=Transcription factor MafA; AltName: Full=Pancreatic beta-cell-specific transcriptional activator; AltName: Full=RIPE3b1 factor {ECO:0000303|PubMed:12011435}; AltName: Full=V-maf musculoaponeurotic fibrosarcoma oncogene homolog A;	389692	-	0.075597	4
26489	Q16842	ST3GAL2	0	RecName: Full=CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2; Short=Alpha 2,3-ST 2; Short=Beta-galactoside alpha-2,3-sialyltransferase 2; EC=2.4.3.4 {ECO:0000269|PubMed:25916169, ECO:0000269|PubMed:9266697}; AltName: Full=Gal-NAc6S; AltName: Full=Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase {ECO:0000303|PubMed:9266697}; AltName: Full=Monosialoganglioside sialyltransferase; EC=2.4.3.2 {ECO:0000305|PubMed:8920913, ECO:0000305|PubMed:9266697}; AltName: Full=ST3Gal II {ECO:0000303|PubMed:8920913}; Short=ST3GalII; AltName: Full=ST3GalA.2; AltName: Full=Sialyltransferase 4B; Short=SIAT4-B;	6483	-	0.075596	3
13616	Q9P246	STIM2	0	RecName: Full=Stromal interaction molecule 2; Flags: Precursor;	57620	-	0.075595	83
54906	Q9UPA5	BSN	0	RecName: Full=Protein bassoon {ECO:0000305}; AltName: Full=Zinc finger protein 231;	8927	-	0.075595	9
38132	Q5VWP3	MLIP	0	RecName: Full=Muscular LMNA-interacting protein {ECO:0000312|HGNC:HGNC:21355}; AltName: Full=Cardiac Isl1-interacting protein {ECO:0000303|PubMed:26436652}; Short=CIP {ECO:0000303|PubMed:26436652}; AltName: Full=Muscular-enriched A-type laminin-interacting protein {ECO:0000303|PubMed:21498514};	90523	-	0.075594	5
52984	Q96M91	CFAP53	0	RecName: Full=Cilia- and flagella-associated protein 53 {ECO:0000312|HGNC:HGNC:26530}; AltName: Full=Coiled-coil domain-containing protein 11 {ECO:0000312|HGNC:HGNC:26530};	220136	-	0.075594	28
17031	Q9UL36	ZNF236	0	RecName: Full=Zinc finger protein 236;	7776	-	0.07559	3
31518	Q7RTS3	PTF1A	0	RecName: Full=Pancreas transcription factor 1 subunit alpha; AltName: Full=Class A basic helix-loop-helix protein 29; Short=bHLHa29; AltName: Full=Pancreas-specific transcription factor 1a; AltName: Full=bHLH transcription factor p48; AltName: Full=p48 DNA-binding subunit of transcription factor PTF1; Short=PTF1-p48;	256297	-	0.075589	10
60320	Q5KSL6	DGKK	0	RecName: Full=Diacylglycerol kinase kappa {ECO:0000305|PubMed:16210324}; Short=DAG kinase kappa {ECO:0000305}; Short=DGK-kappa {ECO:0000303|PubMed:16210324}; EC=2.7.1.107 {ECO:0000269|PubMed:16210324, ECO:0000269|PubMed:23949095}; AltName: Full=142 kDa diacylglycerol kinase {ECO:0000303|PubMed:16210324}; AltName: Full=Diglyceride kinase kappa;	139189	-	0.075588	1
11355	P51654	GPC3	0	RecName: Full=Glypican-3; AltName: Full=GTR2-2; AltName: Full=Intestinal protein OCI-5; AltName: Full=MXR7; Contains: RecName: Full=Glypican-3 alpha subunit {ECO:0000303|PubMed:14610063}; Contains: RecName: Full=Glypican-3 beta subunit {ECO:0000303|PubMed:14610063}; Flags: Precursor;	2719	-	0.075588	3
61009	Q5TF39	MFSD4B	0	RecName: Full=Sodium-dependent glucose transporter 1 {ECO:0000250|UniProtKB:Q80T22}; AltName: Full=Major facilitator superfamily domain-containing protein 4B {ECO:0000312|HGNC:HGNC:21053};	91749	-	0.075588	1
61263	Q86VV4	RANBP3L	0	RecName: Full=Ran-binding protein 3-like;	202151	-	0.075588	1
43131	Q9NYD6	HOXC10	0	RecName: Full=Homeobox protein Hox-C10; AltName: Full=Homeobox protein Hox-3I;	3226	-	0.075584	5
24257	Q8IZU3	SYCP3	0	RecName: Full=Synaptonemal complex protein 3; Short=SCP-3;	50511	-	0.075581	5
8045	O14862	AIM2	0	RecName: Full=Interferon-inducible protein AIM2 {ECO:0000303|PubMed:9242382}; AltName: Full=Absent in melanoma 2 {ECO:0000303|PubMed:9242382};	9447	-	0.075578	4
36774	Q8IVL1	NAV2	0	RecName: Full=Neuron navigator 2; EC=3.6.4.12; AltName: Full=Helicase APC down-regulated 1; AltName: Full=Pore membrane and/or filament-interacting-like protein 2; AltName: Full=Retinoic acid inducible in neuroblastoma 1; AltName: Full=Steerin-2; AltName: Full=Unc-53 homolog 2; Short=unc53H2;	89797	-	0.075578	25
36392	Q99435	NELL2	0	RecName: Full=Protein kinase C-binding protein NELL2; AltName: Full=NEL-like protein 2; AltName: Full=Nel-related protein 2; Flags: Precursor;	4753	-	0.075578	15
21340	O15050	TRANK1	0	RecName: Full=TPR and ankyrin repeat-containing protein 1; AltName: Full=Lupus brain antigen 1 homolog;	9881	-	0.075577	1
52987	Q6ZTR5	CFAP47	0	RecName: Full=Cilia- and flagella-associated protein 47 {ECO:0000305};	286464	-	0.075577	1
56127	Q06055	ATP5MC2	0	RecName: Full=ATP synthase F(0) complex subunit C2, mitochondrial {ECO:0000305}; AltName: Full=ATP synthase lipid-binding protein; AltName: Full=ATP synthase membrane subunit c locus 2 {ECO:0000312|HGNC:HGNC:842}; AltName: Full=ATP synthase proteolipid P2; AltName: Full=ATP synthase proton-transporting mitochondrial F(0) complex subunit C2; AltName: Full=ATPase protein 9; AltName: Full=ATPase subunit c; Flags: Precursor;	517	-	0.075572	5
7381	Q08431	MFGE8	0	RecName: Full=Lactadherin; AltName: Full=Breast epithelial antigen BA46; AltName: Full=HMFG; AltName: Full=MFGM; AltName: Full=Milk fat globule-EGF factor 8; Short=MFG-E8; AltName: Full=SED1; Contains: RecName: Full=Lactadherin short form; Contains: RecName: Full=Medin; Flags: Precursor;	4240	-	0.075572	3
54389	Q9NYX4	CALY	0	RecName: Full=Neuron-specific vesicular protein calcyon;	50632	-	0.07557	4
138018	Q3ZCT8	KBTBD12	0	RecName: Full=Kelch repeat and BTB domain-containing protein 12; AltName: Full=Kelch domain-containing protein 6;	166348	-	0.075569	1
61241	Q96AQ8	MCUR1	0	RecName: Full=Mitochondrial calcium uniporter regulator 1 {ECO:0000303|PubMed:23178883}; Short=MCU regulator 1 {ECO:0000303|PubMed:23178883}; AltName: Full=Coiled-coil domain-containing protein 90A, mitochondrial {ECO:0000305};	63933	-	0.075569	1
61238	A6NKL6	TMEM200C	0	RecName: Full=Transmembrane protein 200C; AltName: Full=Transmembrane protein TTMA; AltName: Full=Two transmembrane domain-containing family member A;	645369	-	0.075569	12
20331	Q9NUQ7	UFSP2	0	RecName: Full=Ufm1-specific protease 2 {ECO:0000303|PubMed:26428751}; Short=UfSP2 {ECO:0000303|PubMed:26428751}; EC=3.4.22.- {ECO:0000269|PubMed:25219498, ECO:0000269|PubMed:30783677, ECO:0000269|PubMed:32160526, ECO:0000269|PubMed:36543799, ECO:0000269|PubMed:36893266, ECO:0000269|PubMed:37795761, ECO:0000269|PubMed:38383785};	55325	-	0.075569	9
44594	Q9C0E4	GRIP2	0	RecName: Full=Glutamate receptor-interacting protein 2 {ECO:0000305}; Short=GRIP-2;	80852	-	0.075569	7
31650	Q15238	PSG5	0	RecName: Full=Pregnancy-specific beta-1-glycoprotein 5; Short=PS-beta-G-5; Short=PSBG-5; Short=Pregnancy-specific glycoprotein 5; AltName: Full=Fetal liver non-specific cross-reactive antigen 3; Short=FL-NCA-3; Flags: Precursor;	5673	-	0.075567	3
20604	Q9NZI7	UBP1	0	RecName: Full=Upstream-binding protein 1; AltName: Full=Transcription factor LBP-1;	7342	-	0.075565	13
23566	Q3MII6	TBC1D25	0	RecName: Full=TBC1 domain family member 25;	4943	-	0.075564	18
46931	Q6ZVX7	NCCRP1	0	RecName: Full=F-box only protein 50; AltName: Full=NCC receptor protein 1 homolog; Short=NCCRP-1; AltName: Full=Non-specific cytotoxic cell receptor protein 1 homolog;	342897	-	0.075564	4
13649	P08514	ITGA2B	0	RecName: Full=Integrin alpha-IIb; AltName: Full=GPalpha IIb; Short=GPIIb; AltName: Full=Platelet membrane glycoprotein IIb; AltName: CD_antigen=CD41; Contains: RecName: Full=Integrin alpha-IIb heavy chain; Contains: RecName: Full=Integrin alpha-IIb light chain, form 1; Contains: RecName: Full=Integrin alpha-IIb light chain, form 2; Flags: Precursor;	3674	-	0.075563	4
60565	Q96I82	KAZALD1	0	RecName: Full=Kazal-type serine protease inhibitor domain-containing protein 1; Flags: Precursor;	81621	-	0.075563	8
19477	Q96N03	VSTM2L	0	RecName: Full=V-set and transmembrane domain-containing protein 2-like protein; Flags: Precursor;	128434	-	0.075562	3
13826	P22760	AADAC	0	RecName: Full=Arylacetamide deacetylase; EC=3.1.1.3;	13	-	0.075562	2
36322	Q96EH8	NEURL3	0	RecName: Full=E3 ubiquitin-protein ligase NEURL3; EC=2.3.2.27; AltName: Full=Lung-inducible neuralized-related C3CH4 RING domain protein; AltName: Full=Neuralized-like protein 3; AltName: Full=RING-type E3 ubiquitin transferase NEURL3 {ECO:0000305};	93082	-	0.075562	2
56819	Q13794	PMAIP1	0	RecName: Full=Phorbol-12-myristate-13-acetate-induced protein 1; Short=PMA-induced protein 1; AltName: Full=Immediate-early-response protein APR; AltName: Full=Protein Noxa;	5366	-	0.075561	6
42140	O94829	IPO13	0	RecName: Full=Importin-13; Short=Imp13; AltName: Full=Karyopherin-13; Short=Kap13; AltName: Full=Ran-binding protein 13; Short=RanBP13;	9670	-	0.07556	16
31275	Q5H9M0	PWWP3B	0	RecName: Full=PWWP domain-containing DNA repair factor 3B {ECO:0000305}; Short=PWWP3B {ECO:0000305}; AltName: Full=Mutated melanoma-associated antigen 1-like protein 1; Short=MUM1-like protein 1; AltName: Full=PWWP domain-containing protein MUM1L1;	139221	-	0.075559	1
61062	Q96HJ3	CCDC34	0	RecName: Full=Coiled-coil domain-containing protein 34; AltName: Full=Renal carcinoma antigen NY-REN-41;	91057	-	0.075559	1
54440	P35219	CA8	0	RecName: Full=Carbonic anhydrase-related protein; Short=CARP; AltName: Full=Carbonic anhydrase VIII; Short=CA-VIII;	767	-	0.075556	15
37593	O43347	MSI1	0	RecName: Full=RNA-binding protein Musashi homolog 1; Short=Musashi-1;	4440	-	0.075556	7
56184	P98196	ATP11A	0	RecName: Full=Phospholipid-transporting ATPase IH; EC=7.6.2.1 {ECO:0000269|PubMed:25315773, ECO:0000269|PubMed:25947375, ECO:0000269|PubMed:26567335, ECO:0000269|PubMed:30018401}; AltName: Full=ATPase IS; AltName: Full=ATPase class VI type 11A; AltName: Full=P4-ATPase flippase complex alpha subunit ATP11A;	23250	-	0.075555	7
31102	Q7Z5L2	R3HCC1L	0	RecName: Full=Coiled-coil domain-containing protein R3HCC1L; AltName: Full=Growth inhibition and differentiation-related protein 88; AltName: Full=Putative mitochondrial space protein 32.1; AltName: Full=R3H and coiled-coil domain-containing protein 1-like;	27291	-	0.075553	12
22250	Q7Z403	TMC6	0	RecName: Full=Transmembrane channel-like protein 6 {ECO:0000303|PubMed:12906855}; AltName: Full=Epidermodysplasia verruciformis protein 1; AltName: Full=Protein LAK-4;	11322	-	0.075553	8
46677	Q5W0V3	FHIP2A	0	RecName: Full=FHF complex subunit HOOK interacting protein 2A {ECO:0000305}; Short=FHIP2A;	57700	-	0.075552	39
33005	Q9BZ71	PITPNM3	0	RecName: Full=Membrane-associated phosphatidylinositol transfer protein 3; AltName: Full=Phosphatidylinositol transfer protein, membrane-associated 3; Short=PITPnm 3; AltName: Full=Pyk2 N-terminal domain-interacting receptor 1; Short=NIR-1;	83394	-	0.075552	4
39734	Q9BY71	LRRC3	0	RecName: Full=Leucine-rich repeat-containing protein 3; Flags: Precursor;	81543	-	0.075552	1
60743	Q9BYQ0	KRTAP9-8	0	RecName: Full=Keratin-associated protein 9-8; AltName: Full=Keratin-associated protein 9.8; AltName: Full=Ultrahigh sulfur keratin-associated protein 9.8;	83901	-	0.075552	1
33534	Q13608	PEX6	0	RecName: Full=Peroxisomal ATPase PEX6 {ECO:0000305}; EC=3.6.4.- {ECO:0000269|PubMed:16854980}; AltName: Full=Peroxin-6 {ECO:0000305}; AltName: Full=Peroxisomal biogenesis factor 6 {ECO:0000305}; AltName: Full=Peroxisomal-type ATPase 1; AltName: Full=Peroxisome assembly factor 2 {ECO:0000303|PubMed:8670792}; Short=PAF-2 {ECO:0000303|PubMed:8670792};	5190	-	0.075551	14
14059	Q8NEC5	CATSPER1	0	RecName: Full=Cation channel sperm-associated protein 1; Short=CatSper1; Short=hCatSper;	117144	-	0.07555	112
39400	P49641	MAN2A2	0	RecName: Full=Alpha-mannosidase 2x; EC=3.2.1.114 {ECO:0000250|UniProtKB:P28494}; AltName: Full=Alpha-mannosidase IIx; Short=Man IIx; AltName: Full=Mannosidase alpha class 2A member 2; AltName: Full=Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase;	4122	-	0.075549	9
14098	P43004	SLC1A2	0	RecName: Full=Excitatory amino acid transporter 2 {ECO:0000305}; AltName: Full=Glutamate/aspartate transporter II; AltName: Full=Sodium-dependent glutamate/aspartate transporter 2; AltName: Full=Solute carrier family 1 member 2;	6506	-	0.075548	9
42992	Q9UBH0	IL36RN	0	RecName: Full=Interleukin-36 receptor antagonist protein; Short=IL-36Ra {ECO:0000303|PubMed:21965679}; AltName: Full=FIL1 delta; AltName: Full=IL-1-related protein 3; Short=IL-1RP3; AltName: Full=Interleukin-1 HY1; Short=IL-1HY1; AltName: Full=Interleukin-1 delta; Short=IL-1 delta; AltName: Full=Interleukin-1 family member 5; Short=IL-1F5; AltName: Full=Interleukin-1 receptor antagonist homolog 1; Short=IL-1ra homolog 1; AltName: Full=Interleukin-1-like protein 1; Short=IL-1L1;	26525	-	0.075548	18
9782	P83436	COG7	0	RecName: Full=Conserved oligomeric Golgi complex subunit 7; Short=COG complex subunit 7; AltName: Full=Component of oligomeric Golgi complex 7;	91949	-	0.075546	25
36014	Q9HAS0	C17orf75	0	RecName: Full=Protein Njmu-R1;	64149	-	0.075546	11
16206	Q9UBE8	NLK	0	RecName: Full=Serine/threonine-protein kinase NLK; EC=2.7.11.24 {ECO:0000269|PubMed:26588989}; AltName: Full=Nemo-like kinase; AltName: Full=Protein LAK1;	51701	-	0.075545	24
47541	O60645	EXOC3	0	RecName: Full=Exocyst complex component 3; AltName: Full=Exocyst complex component Sec6;	11336	-	0.075542	48
44712	Q9NW75	GPATCH2	0	RecName: Full=G patch domain-containing protein 2;	55105	-	0.075541	6
21335	Q12815	TROAP	0	RecName: Full=Tastin; AltName: Full=Trophinin-assisting protein; AltName: Full=Trophinin-associated protein;	10024	-	0.07554	33
30957	Q96AH8	RAB7B	0	RecName: Full=Ras-related protein Rab-7b;	338382	-	0.075539	2
57596	Q13023	AKAP6	0	RecName: Full=A-kinase anchor protein 6; Short=AKAP-6; AltName: Full=A-kinase anchor protein 100 kDa; Short=AKAP 100; AltName: Full=Protein kinase A-anchoring protein 6; Short=PRKA6; AltName: Full=mAKAP;	9472	-	0.075538	7
16899	Q9NWS9	ZNF446	0	RecName: Full=Zinc finger protein 446; AltName: Full=Zinc finger protein with KRAB and SCAN domains 20;	55663	-	0.075538	60
30090	Q3MIN7	RGL3	0	RecName: Full=Ral guanine nucleotide dissociation stimulator-like 3; Short=RalGDS-like 3;	57139	-	0.075536	7
39745	O75096	LRP4	0	RecName: Full=Low-density lipoprotein receptor-related protein 4; Short=LRP-4; AltName: Full=Multiple epidermal growth factor-like domains 7; Flags: Precursor;	4038	-	0.075535	14
11884	P30613	PKLR	0	RecName: Full=Pyruvate kinase PKLR; EC=2.7.1.40 {ECO:0000269|PubMed:11960989}; AltName: Full=Pyruvate kinase 1; AltName: Full=Pyruvate kinase isozymes L/R; AltName: Full=R-type/L-type pyruvate kinase; AltName: Full=Red cell/liver pyruvate kinase;	5313	-	0.075534	8
8403	P07332	FES	0	RecName: Full=Tyrosine-protein kinase Fes/Fps; EC=2.7.10.2; AltName: Full=Feline sarcoma/Fujinami avian sarcoma oncogene homolog; AltName: Full=Proto-oncogene c-Fes; AltName: Full=Proto-oncogene c-Fps; AltName: Full=p93c-fes;	2242	-	0.075533	12
60938	Q9BZA8	PCDH11Y	0	RecName: Full=Protocadherin-11 Y-linked; Short=Protocadherin-11; AltName: Full=Protocadherin on the Y chromosome; Short=PCDH-Y; AltName: Full=Protocadherin prostate cancer; Short=Protocadherin-PC; AltName: Full=Protocadherin-22; Flags: Precursor;	83259	-	0.075532	1
56505	Q6P1M9	ARMCX5	0	RecName: Full=Armadillo repeat-containing X-linked protein 5;	64860	-	0.075532	4
33142	Q9H5I5	PIEZO2	0	RecName: Full=Piezo-type mechanosensitive ion channel component 2 {ECO:0000305}; AltName: Full=Protein FAM38B;	63895	-	0.075528	3
47631	Q8IXQ9	ETFBKMT	0	RecName: Full=Electron transfer flavoprotein beta subunit lysine methyltransferase {ECO:0000303|PubMed:25416781}; EC=2.1.1.- {ECO:0000269|PubMed:25023281, ECO:0000269|PubMed:25416781}; AltName: Full=ETFB lysine methyltransferase {ECO:0000303|PubMed:25416781}; Short=ETFB-KMT {ECO:0000303|PubMed:25416781}; AltName: Full=Protein N-lysine methyltransferase METTL20; Flags: Precursor;	254013	-	0.075528	1
56120	Q9ULK2	ATXN7L1	0	RecName: Full=Ataxin-7-like protein 1; AltName: Full=Ataxin-7-like protein 4;	222255	-	0.075527	18
24263	Q15431	SYCP1	0	RecName: Full=Synaptonemal complex protein 1 {ECO:0000303|PubMed:9119375}; Short=SCP-1; AltName: Full=Cancer/testis antigen 8; Short=CT8;	6847	-	0.075526	8
12863	Q13976	PRKG1	0	RecName: Full=cGMP-dependent protein kinase 1; Short=cGK 1; Short=cGK1; EC=2.7.11.12; AltName: Full=cGMP-dependent protein kinase I; Short=cGKI;	5592	-	0.075525	20
55530	Q9UMQ3	BARX2	0	RecName: Full=Homeobox protein BarH-like 2;	8538	-	0.075524	2
46330	Q9UPW0	FOXJ3	0	RecName: Full=Forkhead box protein J3;	22887	-	0.075521	10
48379	O60739	EIF1B	0	RecName: Full=Eukaryotic translation initiation factor 1b; Short=eIF1b; AltName: Full=Protein translation factor SUI1 homolog GC20;	10289	-	0.075521	17
15813	Q06278	AOX1	0	RecName: Full=Aldehyde oxidase {ECO:0000312|HGNC:HGNC:553}; EC=1.2.3.1 {ECO:0000269|PubMed:22996261, ECO:0000269|PubMed:26322824}; AltName: Full=Aldehyde oxidase 1; AltName: Full=Azaheterocycle hydroxylase {ECO:0000305|PubMed:7786031, ECO:0000305|PubMed:9224775}; EC=1.17.3.- {ECO:0000269|PubMed:7786031, ECO:0000269|PubMed:9224775};	316	-	0.075521	11
45313	P09681	GIP	0	RecName: Full=Gastric inhibitory polypeptide; Short=GIP; AltName: Full=Glucose-dependent insulinotropic polypeptide; AltName: Full=Incretin hormone; Flags: Precursor;	2695	-	0.075519	5
57466	Q9Y673	ALG5	0	RecName: Full=Dolichyl-phosphate beta-glucosyltransferase {ECO:0000305|PubMed:10359825}; Short=DolP-glucosyltransferase {ECO:0000305|PubMed:10359825}; EC=2.4.1.117 {ECO:0000269|PubMed:10359825}; AltName: Full=Asparagine-linked glycosylation protein 5 homolog {ECO:0000312|HGNC:HGNC:20266};	29880	-	0.075517	21
16287	P49356	FNTB	0	RecName: Full=Protein farnesyltransferase subunit beta; Short=FTase-beta; EC=2.5.1.58; AltName: Full=CAAX farnesyltransferase subunit beta; AltName: Full=Ras proteins prenyltransferase subunit beta;	100529261; 2342	-	0.075517	16
43575	A2RU54	HMX2	0	RecName: Full=Homeobox protein HMX2; AltName: Full=Homeobox protein H6 family member 2;	3167	-	0.075517	3
31040	Q969Q5	RAB24	0	RecName: Full=Ras-related protein Rab-24;	53917	-	0.075516	2
34217	Q8TEW8	PARD3B	0	RecName: Full=Partitioning defective 3 homolog B; AltName: Full=Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 19 protein; AltName: Full=PAR3-beta; AltName: Full=Partitioning defective 3-like protein; Short=PAR3-L protein;	117583	-	0.075516	20
32219	Q8N3J5	PPM1K	0	RecName: Full=Protein phosphatase Mn(2+)-dependent 1K; EC=3.1.3.16 {ECO:0000269|PubMed:17336929, ECO:0000269|PubMed:17374715, ECO:0000269|PubMed:22291014}; AltName: Full=Branched-chain alpha-ketoacid dehydrogenase phosphatase {ECO:0000303|PubMed:22291014}; Short=BCKDH {ECO:0000303|PubMed:29779826}; Short=BDP {ECO:0000303|PubMed:22291014}; EC=3.1.3.52 {ECO:0000269|PubMed:17336929, ECO:0000269|PubMed:22291014}; AltName: Full=PP2C domain-containing protein phosphatase 1K; AltName: Full=PP2C-like mitochondrial protein; AltName: Full=PP2C-type mitochondrial phosphoprotein phosphatase; Short=PTMP; AltName: Full=Protein phosphatase 2C family member {ECO:0000303|PubMed:17374715}; AltName: Full=Protein phosphatase 2C isoform kappa; Short=PP2C-kappa; AltName: Full=[3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)]-phosphatase, mitochondrial; Flags: Precursor;	152926	-	0.075515	14
19469	Q8N398	VWA5B2	0	RecName: Full=von Willebrand factor A domain-containing protein 5B2;	90113	-	0.075507	3
12647	P15309	ACP3	0	RecName: Full=Prostatic acid phosphatase {ECO:0000305}; Short=PAP; EC=3.1.3.2 {ECO:0000269|PubMed:10506173, ECO:0000269|PubMed:15280042, ECO:0000269|PubMed:9584846}; AltName: Full=5'-nucleotidase; Short=5'-NT; EC=3.1.3.5 {ECO:0000250|UniProtKB:Q8CE08}; AltName: Full=Acid phosphatase 3 {ECO:0000312|HGNC:HGNC:125}; AltName: Full=Ecto-5'-nucleotidase; AltName: Full=Protein tyrosine phosphatase ACP3 {ECO:0000305|PubMed:20498373}; EC=3.1.3.48 {ECO:0000269|PubMed:20498373}; AltName: Full=Thiamine monophosphatase; Short=TMPase; Contains: RecName: Full=PAPf39; Flags: Precursor;	55	-	0.075507	1
41433	Q86V97	KBTBD6	0	RecName: Full=Kelch repeat and BTB domain-containing protein 6 {ECO:0000305};	89890	-	0.075506	7
37056	B2RTY4	MYO9A	0	RecName: Full=Unconventional myosin-IXa; AltName: Full=Unconventional myosin-9a;	4649	-	0.075503	21
53339	Q16878	CDO1	0	RecName: Full=Cysteine dioxygenase type 1; EC=1.13.11.20 {ECO:0000269|PubMed:17135237}; AltName: Full=Cysteine dioxygenase type I; Short=CDO; Short=CDO-I;	1036	-	0.075502	3
57851	Q8N556	AFAP1	0	RecName: Full=Actin filament-associated protein 1; AltName: Full=110 kDa actin filament-associated protein; Short=AFAP-110;	60312	-	0.075502	5
58493	Q6PD74	AAGAB	0	RecName: Full=Alpha- and gamma-adaptin-binding protein p34;	79719	-	0.075502	10
23914	Q6ZMB5	TMEM184A	0	RecName: Full=Transmembrane protein 184A;	202915	-	0.075499	2
47907	Q9C0D9	SELENOI	0	RecName: Full=Ethanolaminephosphotransferase 1 {ECO:0000305}; Short=hEPT1; EC=2.7.8.1 {ECO:0000269|PubMed:17132865, ECO:0000269|PubMed:28052917, ECO:0000269|PubMed:29500230}; AltName: Full=Selenoprotein I {ECO:0000303|PubMed:27645994, ECO:0000312|HGNC:HGNC:29361}; Short=SelI {ECO:0000303|PubMed:27645994};	85465	-	0.075498	13
8542	Q6P179	ERAP2	0	RecName: Full=Endoplasmic reticulum aminopeptidase 2; EC=3.4.11.-; AltName: Full=Leukocyte-derived arginine aminopeptidase; Short=L-RAP;	64167	-	0.075496	17
43729	Q8NCD3	HJURP	0	RecName: Full=Holliday junction recognition protein; AltName: Full=14-3-3-associated AKT substrate; AltName: Full=Fetal liver-expressing gene 1 protein; AltName: Full=Up-regulated in lung cancer 9;	55355	-	0.075494	13
43361	Q9Y663	HS3ST3A1	0	RecName: Full=Heparan sulfate glucosamine 3-O-sulfotransferase 3A1; EC=2.8.2.30 {ECO:0000269|PubMed:9988768}; AltName: Full=Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3A1 {ECO:0000303|PubMed:9988768}; Short=3-OST-3A {ECO:0000303|PubMed:9988768}; Short=Heparan sulfate 3-O-sulfotransferase 3A1; Short=h3-OST-3A;	9955	-	0.075493	1
21132	Q5T7W7	TSTD2	0	RecName: Full=Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 2; AltName: Full=Rhodanese domain-containing protein 2;	158427	-	0.075493	35
30416	Q9HBH5	RDH14	0	RecName: Full=Retinol dehydrogenase 14 {ECO:0000305}; EC=1.1.1.300 {ECO:0000269|PubMed:12435598}; AltName: Full=Alcohol dehydrogenase PAN2 {ECO:0000303|PubMed:12435598}; AltName: Full=Short chain dehydrogenase/reductase family 7C member 4;	57665	-	0.07549	5
48018	Q9UJA9	ENPP5	0	RecName: Full=Ectonucleotide pyrophosphatase/phosphodiesterase family member 5; Short=E-NPP 5; Short=NPP-5; EC=3.1.-.-; Flags: Precursor;	59084	-	0.075488	1
58276	Q8NC06	ACBD4	0	RecName: Full=Acyl-CoA-binding domain-containing protein 4;	79777	-	0.075485	16
47422	Q96EK7	FAM120B	0	RecName: Full=Constitutive coactivator of peroxisome proliferator-activated receptor gamma; Short=Constitutive coactivator of PPAR-gamma; Short=Constitutive coactivator of PPARG; AltName: Full=PPARG constitutive coactivator 1; Short=PGCC1; AltName: Full=Protein FAM120B;	84498	-	0.075484	4
